EU	GL	JP	NA	OT	genre	platform	pub	title	year	mGame
0.0	0.04	0.04	0.0	0.0	Strategy	3DS	Tecmo Koei	Romance of the Three Kingdoms II	2015	0
0.0	0.04	0.04	0.0	0.0	Action	3DS	Namco Bandai Games	Aikatsu Stars! My Special Appeal	2016	0
0.0	0.04	0.04	0.0	0.0	Action	3DS	Rocket Company	Gudetama: Hanjuku de Tanomuwa	2015	0
0.02	0.04	0.0	0.01	0.0	Misc	3DS	D3Publisher	The Croods: Prehistoric Party!	2013	0
0.0	0.04	0.04	0.0	0.0	Role-Playing	3DS	Rocket Company	Medarot 9: Kabuto Ver. / Kuwagata Ver.	2015	0
0.0	0.04	0.04	0.0	0.0	Action	3DS	Namco Bandai Games	PriPara & Pretty Rhythm: PriPara de Tsukaeru Oshare Item 1450!	2015	0
0.0	0.04	0.04	0.0	0.0	Action	3DS	Namco Bandai Games	Detective Conan: Phantom Rhapsody	2014	0
0.0	0.03	0.03	0.0	0.0	Strategy	3DS	Tecmo Koei	FabStyle	2011	0
0.03	0.03	0.0	0.0	0.0	Puzzle	3DS	Koch Media	Paddington: Adventures in London	2015	0
0.0	0.03	0.0	0.03	0.0	Action	3DS	Maximum Family Games	Deer Drive: Legends	2012	0
0.0	0.03	0.03	0.0	0.0	Action	3DS	Nippon Ichi Software	Mame Goma: Shiro to Kuro no Meikyuu	2012	0
0.0	0.03	0.03	0.0	0.0	Strategy	3DS	Tecmo Koei	Romance of the Three Kingdoms (3DS)	2013	0
0.03	0.03	0.0	0.0	0.0	Sports	3DS	D3Publisher	Angler's Club: Ultimate Bass Fishing 3D	2011	0
0.0	0.03	0.03	0.0	0.0	Platform	3DS	Agatsuma Entertainment	Yumi's Odd Odyssey	2013	0
0.03	0.03	0.0	0.0	0.0	Action	3DS	Namco Bandai Games	Barbie and Her Sisters Puppy Rescue	2015	0
0.0	0.03	0.03	0.0	0.0	Simulation	3DS	Namco Bandai Games	Tamagotchi no Doki Doki Dream Omisecchi	2013	0
0.0	0.03	0.03	0.0	0.0	Role-Playing	3DS	imageepoch Inc.	Toushin Toshi	2014	0
0.03	0.03	0.0	0.0	0.0	Action	3DS	Unknown	Clash of Elementalists	2013	0
0.0	0.03	0.03	0.0	0.0	Simulation	3DS	Office Create	Cooking Mama 5: Bon Appetit!	2013	0
0.0	0.03	0.03	0.0	0.0	Role-Playing	3DS	Atlus	Radiant Historia: Perfect Chronology	2017	0
0.0	0.03	0.03	0.0	0.0	Action	3DS	Namco Bandai Games	Toriko: Ultimate Survival	2013	0
0.0	0.03	0.03	0.0	0.0	Adventure	3DS	D3Publisher	Onna no Ko to Misshitsu ni Itara **shichau Kamoshirenai	2012	0
0.01	0.03	0.0	0.01	0.0	Action	3DS	Namco Bandai Games	Power Rangers Super Megaforce 	2014	0
0.0	0.03	0.0	0.03	0.0	Adventure	3DS	Rising Star Games	Zero Escape: Virtue's Last Reward	2012	0
0.0	0.03	0.03	0.0	0.0	Misc	3DS	Namco Bandai Games	HappinessCharge PreCure! Kawarun Collection	2014	0
0.0	0.03	0.02	0.0	0.0	Role-Playing	3DS	Nippon Ichi Software	RPG Maker: Fes	2016	0
0.0	0.03	0.0	0.03	0.0	Action	3DS	Namco Bandai Games	Young Justice: Legacy	2013	0
0.0	0.03	0.03	0.0	0.0	Adventure	3DS	ChunSoft	Kyokugen Dasshutsu ADV: Zennin Shiboudesu	2012	0
0.0	0.03	0.03	0.0	0.0	Action	3DS	Sega	Puyo Puyo Chronicle	2016	0
0.03	0.03	0.0	0.0	0.0	Simulation	3DS	Nintendo	Teddy Together	2016	0
0.03	0.03	0.0	0.0	0.0	Puzzle	3DS	Licensed 4U	Azada	2012	0
0.0	0.03	0.03	0.0	0.0	Action	3DS	Inti Creates	Azure Striker Gunvolt: Striker Pack	2016	0
0.0	0.03	0.03	0.0	0.0	Action	3DS	FuRyu	Doraemon the Movie: Nobita no Nankyoku Kachikochi Daibouken	2017	0
0.03	0.03	0.0	0.0	0.0	Action	3DS	Activision	The Peanuts Movie: Snoopy's Grand Adventure	2015	0
0.0	0.03	0.03	0.0	0.0	Strategy	3DS	Atlus	Devil Survivor: Over Clock	2015	0
0.0	0.03	0.0	0.02	0.0	Action	3DS	Konami Digital Entertainment	Pro Evolution Soccer 2012	2011	0
0.0	0.03	0.03	0.0	0.0	Fighting	3DS	Arc System Works	Nekketsu Kouha Kunio-Kun SP: Rantou Kyousoukyoku	2013	0
0.0	0.03	0.03	0.0	0.0	Action	3DS	Arc System Works	River City Ransom SP	2016	0
0.0	0.03	0.03	0.0	0.0	Misc	3DS	Happinet	Niko Puchi Girls Runway	2015	0
0.0	0.03	0.0	0.02	0.0	Strategy	3DS	Activision	The Legend of Korra (3DS)	2014	0
0.0	0.03	0.03	0.0	0.0	Action	3DS	Nippon Columbia	Akogare Girls Collection: Wan Nyan Doubutsu Byouin - Suteki na Juui-San ni Narou!	2015	0
0.0	0.02	0.0	0.02	0.0	Action	3DS	Yacht Club Games	Azure Striker Gunvolt	2016	0
0.0	0.02	0.02	0.0	0.0	Misc	3DS	Namco Bandai Games	Osomatsu-San: Matsu Matsuri!	2016	0
0.0	0.02	0.02	0.0	0.0	Misc	3DS	FuRyu	Future Card Buddy Fight Mezase! Buddy Champion!	2017	0
0.0	0.02	0.02	0.0	0.0	Adventure	3DS	Nippon Columbia	 Akogare Girls Collection: Pika Pika Nurse Monogatari - Shounika Haitsumo Oosawagi	2016	0
0.0	0.02	0.02	0.0	0.0	Simulation	3DS	Happinet	Sousaku Alice to Oujisama!	2015	0
0.0	0.02	0.02	0.0	0.0	Role-Playing	3DS	FuRyu	UnchainBlades EXXiV	2012	0
0.0	0.02	0.0	0.02	0.0	Shooter	3DS	Mastiff	Heavy Fire: The Chosen Few 3D	2011	0
0.0	0.02	0.02	0.0	0.0	Action	3DS	Arc System Works	Detective Jinguuji Saburo: Ronde Revenge	2012	0
0.0	0.02	0.02	0.0	0.0	Action	3DS	Namco Bandai Games	Saiki Kusuo no Psi-nan: Shijou Psi-dai no Psi-nan!?	2016	0
0.0	0.02	0.02	0.0	0.0	Adventure	3DS	Tecmo Koei	Attack on Titan: Escape from Certain Death	2017	0
0.01	0.02	0.0	0.01	0.0	Action	3DS	Namco Bandai Games	Tenkai Knights: Brave Battle	2014	0
0.0	0.02	0.02	0.0	0.0	Action	3DS	Namco Bandai Games	Crayon Shin-Chan: Uchuu de Achoo!? Yuujou no Oba-Karate!!	2011	0
0.0	0.02	0.02	0.0	0.0	Action	3DS	Arc System Works	Downtown Nekketsu Jidaigek	2015	0
0.0	0.02	0.02	0.0	0.0	Misc	3DS	Nippon Columbia	Kobito Game Taizen	2016	0
0.0	0.02	0.02	0.0	0.0	Action	3DS	Namco Bandai Games	Digimon Universe: Appli Monsters	2016	0
0.0	0.02	0.02	0.0	0.0	Misc	3DS	Arc System Works	Kunio-kun Nekketsu: Complete Famicom Edition	2016	0
0.0	0.02	0.02	0.0	0.0	Action	3DS	IE Institute	Poyo Poyo Kansatsu Nikki	2012	0
0.0	0.02	0.02	0.0	0.0	Action	3DS	Namco Bandai Games	Gon: BakuBakuBakuBaku Adventure	2012	0
0.0	0.02	0.02	0.0	0.0	Action	3DS	Tecmo Koei	New Atelier Rorona: Hajimari no Monogatari	2015	0
0.0	0.02	0.02	0.0	0.0	Adventure	3DS	Arc System Works	Cube Creator DX	2017	0
0.0	0.02	0.02	0.0	0.0	Action	3DS	Irem Software Engineering	PachiPara 3D: Ooumi Monogatari 2 - Pachi Pro Fuuunroku Hana	2012	0
0.02	0.02	0.0	0.0	0.0	Action	3DS	Namco Bandai Games	Ben 10 Omniverse 2	2013	0
0.01	0.02	0.0	0.01	0.0	Simulation	3DS	FuRyu Corporation	Farming Simulator 18	2017	0
0.02	0.02	0.0	0.0	0.0	Action	3DS	Little Orbit	Monster High 13 Wishes	2013	0
0.0	0.02	0.02	0.0	0.0	Action	3DS	FuRyu	Kamiwaza Wanda: Kira Kira Ichibangai Kikiippatsu!	2016	0
0.0	0.02	0.02	0.0	0.0	Action	3DS	Capcom	Gaist Crusher God	2014	0
0.02	0.02	0.0	0.0	0.0	Sports	3DS	D3Publisher	Turbo: Super Stunt Squad	2013	0
0.0	0.02	0.02	0.0	0.0	Adventure	3DS	Nippon Columbia	Manga-ka Debut Monogatari: Suteki na Manga o Egakou	2017	0
0.0	0.02	0.02	0.0	0.0	Misc	3DS	Nintendo	Mario & Luigi: Paper Jam & Mario Kart 7 Double Pack	2015	0
0.0	0.02	0.02	0.0	0.0	Misc	3DS	Nippon Columbia	Kawaii Pet to Kurasou! Wan Nyan & Mini Mini Animal	2017	0
0.0	0.02	0.02	0.0	0.0	Misc	3DS	Irem Software Engineering	PachiPara 3D	2011	0
0.0	0.02	0.02	0.0	0.0	Puzzle	3DS	Nintendo EAD Tokyo	BoxBoy! Hakobume Box	2017	0
0.0	0.02	0.0	0.01	0.0	Adventure	3DS	Little Orbit	Adventure Time: The Secret of the Nameless 	2014	0
0.0	0.01	0.01	0.0	0.0	Action	3DS	Namco Bandai Games	Kaitou Joker: Toki o Koeru Kaitou to Ushinawareta Houseki	2015	0
0.01	0.01	0.0	0.0	0.0	Misc	3DS	Avanquest Software	50 Classic Games	2012	0
0.0	0.01	0.01	0.0	0.0	Adventure	3DS	Tecmo Koei	Kiniro no Corda 3	2015	0
0.0	0.01	0.01	0.0	0.0	Strategy	3DS	ArtDink	A-Train: City Simulator Neo	2016	0
0.01	0.01	0.0	0.0	0.0	Action	3DS	Funbox Media	Order Up!!	2011	0
0.0	0.01	0.01	0.0	0.0	Role-Playing	3DS	Arc System Works	Seisou no Amazones	2013	0
0.0	0.01	0.01	0.0	0.0	Action	3DS	Kadokawa Games	Fate/kaleid liner Prisma Illya	2014	0
0.0	0.01	0.01	0.0	0.0	Adventure	3DS	Success	Touch Detective 3: Does Funghi Dream of Bananas?	2014	0
0.0	0.01	0.01	0.0	0.0	Action	3DS	Namco Bandai Games	Fujiko F. Fujio Characters: Great Assembly! Slightly Fantastic Slapstick Party	2014	0
0.01	0.01	0.0	0.0	0.0	Action	3DS	Namco Bandai Games	Winx Club: Saving Alfea 	2014	0
0.0	0.01	0.0	0.01	0.0	Action	3DS	Activision	Teenage Mutant Ninja Turtles (3DS)	2013	0
0.0	0.01	0.01	0.0	0.0	Adventure	3DS	imageepoch Inc.	SoniPro	2014	0
0.01	0.01	0.0	0.0	0.0	Action	3DS	Unknown	Horse Life 4: My Horse, My Friend, My Champion	2015	0
0.01	0.01	0.0	0.0	0.0	Action	3DS	Nintendo	Dragon Quest VII: Fragments of the Forgotten Past	2013	0
0.0	0.01	0.0	0.01	0.0	Sports	3DS	Mastiff	Outdoors Unleashed: Alaska 3D	2011	0
0.0	0.01	0.01	0.0	0.0	Role-Playing	3DS	FuRyu	Exstetra	2013	0
0.01	0.01	0.0	0.0	0.0	Puzzle	3DS	GameMill Entertainment	Legends of Oz: Dorothy's Return	2014	0
0.0	0.01	0.0	0.01	0.0	Puzzle	3DS	UFO Interactive	Balloon Pop 2	2012	0
0.01	0.01	0.0	0.0	0.0	Action	3DS	Nintendo	Nintendogs and Cats Golden Retriever and New Friends	2011	0
0.0	0.01	0.01	0.0	0.0	Action	3DS	Namco Bandai Games	Mushi Bugyou	2013	0
0.0	0.01	0.0	0.01	0.0	Sports	3DS	Mastiff	Outdoors Unleashed: Africa 3D	2011	0
0.0	0.01	0.01	0.0	0.0	Action	3DS	Namco Bandai Games	Marvel Disk Wars: Avengers - Ultimate Heroes	2014	0
0.0	0.01	0.01	0.0	0.0	Action	3DS	Namco Bandai Games	Makai Ouji: Devils and Realist - Dairiou no Hihou	2013	0
0.0	0.01	0.01	0.0	0.0	Misc	3DS	Capcom	Megami Meguri	2016	0
0.0	0.01	0.01	0.0	0.0	Role-Playing	3DS	Unknown	Maple Story: Unmei no Shoujo	2013	0
0.0	0.01	0.01	0.0	0.0	Fighting	3DS	Namco Bandai Games	Majin Bone: The Majin of Space and Time	2014	0
0.01	0.01	0.0	0.0	0.0	Puzzle	3DS	Unknown	Secret Mysteries in London	2011	0
0.0	0.01	0.01	0.0	0.0	Action	3DS	Alchemist	Chibi Devi!	2012	0
0.0	0.01	0.01	0.0	0.0	Misc	3DS	Gakken Kyouiku Shuppan	Earthpedia	2012	0
0.0	0.01	0.01	0.0	0.0	Action	3DS	Konami Digital Entertainment	100% Pascal Sensei: Kanpeki Paint Bombers	2017	0
0.01	0.01	0.0	0.0	0.0	Puzzle	3DS	Ubisoft	Tetris Ultimate 	2014	0
0.0	0.01	0.0	0.01	0.0	Sports	3DS	Starfish	Professional Fisherman's Tour: Big Bass Open	2011	0
0.0	0.01	0.01	0.0	0.0	Action	3DS	G.Rev	Kokuga	2012	0
0.01	0.01	0.0	0.0	0.0	Adventure	3DS	Idea Factory	Hakuouki 3D	2011	0
0.0	0.01	0.01	0.0	0.0	Action	3DS	Success	Touch Detective Funghi Rhythm	2014	0
0.0	0.01	0.01	0.0	0.0	Misc	3DS	Rocket Company	Kouekizaidan Houjin Nihon Kanji Nouryoku Kentei Kyoukai: Kanken Training	2014	0
0.01	0.01	0.0	0.0	0.0	Strategy	3DS	Level 5	Yo-Kai Sangokushi	2016	0
0.0	0.01	0.0	0.0	0.0	Action	3DS	Namco Bandai Games	Regular Show: Mordecai & Rigby in 8-Bit Land	2013	0
0.26	1.93	1.3	0.34	0.03	Fighting	SAT	Sega	Virtua Fighter 2	1995	1
0.16	1.16	0.77	0.21	0.02	Racing	SAT	Sega	Sega Rally Championship	1995	1
0.12	1.07	0.77	0.17	0.02	Fighting	SAT	Sega	Virtua Fighter	1994	1
0.0	0.62	0.62	0.0	0.0	Shooter	SAT	Sega	Virtua Cop	1995	0
0.0	0.62	0.62	0.0	0.0	Fighting	SAT	Sega	Fighters MEGAMiX	1996	0
0.0	0.6	0.6	0.0	0.0	Puzzle	SAT	Compile	Puyo Puyo Sun	1997	0
0.0	0.55	0.55	0.0	0.0	Racing	SAT	Sega	Daytona USA	1994	0
0.0	0.55	0.55	0.0	0.0	Adventure	SAT	Sega	Sakura Wars	1996	0
0.0	0.55	0.55	0.0	0.0	Strategy	SAT	Banpresto	Super Robot Taisen F	1997	0
0.0	0.55	0.55	0.0	0.0	Strategy	SAT	Banpresto	Super Robot Taisen F Kanketsuhen	1998	0
0.0	0.53	0.53	0.0	0.0	Adventure	SAT	Sega	Sakura Taisen 2 - Kimi, Shinitamou Koto Nakare	1998	0
0.0	0.49	0.49	0.0	0.0	Sports	SAT	Sega	J-League Pro Soccer Club wo Tsukurou! 2	1997	0
0.0	0.44	0.44	0.0	0.0	Adventure	SAT	Sega	Neon Genesis Evangelion	1996	0
0.0	0.43	0.43	0.0	0.0	Platform	SAT	Sega	NiGHTS into dreams...	1996	0
0.0	0.42	0.42	0.0	0.0	Role-Playing	SAT	Sega	Neon Genesis Evangelion 2nd Impression	1997	0
0.0	0.42	0.42	0.0	0.0	Role-Playing	SAT	ESP	Grandia	1997	0
0.0	0.42	0.42	0.0	0.0	Fighting	SAT	Sega	Cyber Troopers Virtual-On	1995	0
0.0	0.41	0.41	0.0	0.0	Action	SAT	Namco Bandai Games	Mobile Suit Gundam	1995	0
0.0	0.41	0.41	0.0	0.0	Adventure	SAT	Sega	E0: Enemy Zero	1996	0
0.0	0.4	0.4	0.0	0.0	Fighting	SAT	Sega	Fighting Vipers	1995	0
0.0	0.38	0.38	0.0	0.0	Role-Playing	SAT	Atlus	Shin Megami Tensei: Devil Summoner	1995	0
0.0	0.38	0.38	0.0	0.0	Simulation	SAT	Konami Digital Entertainment	Tokimeki Memorial: Forever with You	1996	0
0.0	0.37	0.37	0.0	0.0	Shooter	SAT	Sega	Panzer Dragoon	1995	0
0.0	0.36	0.36	0.0	0.0	Adventure	SAT	Elf	Nonomura Byoin no Hitobito	1996	0
0.0	0.35	0.35	0.0	0.0	Fighting	SAT	Capcom	Street Fighter Alpha: Warriors' Dreams	1996	0
0.0	0.34	0.34	0.0	0.0	Shooter	SAT	Sega	Iron Storm	1995	0
0.0	0.34	0.34	0.0	0.0	Fighting	SAT	Virgin Interactive	Night Warriors: Darkstalkers' Revenge	1995	0
0.0	0.32	0.32	0.0	0.0	Fighting	SAT	Virgin Interactive	Street Fighter Alpha 2	1995	0
0.0	0.31	0.31	0.0	0.0	Shooter	SAT	Sega	Panzer Dragoon II Zwei	1995	0
0.0	0.31	0.31	0.0	0.0	Role-Playing	SAT	Atlus	Shin Megami Tensei: Devil Summoner - Soul Hackers	1997	0
0.0	0.3	0.3	0.0	0.0	Shooter	SAT	Sega	Virtua Cop 2	1996	0
0.0	0.3	0.3	0.0	0.0	Role-Playing	SAT	Sega	Blazing Heroes	1995	0
0.0	0.3	0.3	0.0	0.0	Sports	SAT	Sega	Decathlete	1994	0
0.0	0.3	0.3	0.0	0.0	Strategy	SAT	Sega	Dragon Force	1996	0
0.0	0.29	0.29	0.0	0.0	Role-Playing	SAT	Sega	Guardian Heroes	1995	0
0.0	0.29	0.29	0.0	0.0	Sports	SAT	Sega	J-League Victory Goal '96	1996	0
0.0	0.28	0.28	0.0	0.0	Fighting	SAT	SNK Playmore	The King of Fighters '95	1995	0
0.0	0.28	0.28	0.0	0.0	Strategy	SAT	Elf	Kakyuusei	1997	0
0.0	0.28	0.28	0.0	0.0	Simulation	SAT	Sega	SimCity 2000	1994	0
0.0	0.28	0.28	0.0	0.0	Shooter	SAT	Namco Bandai Games	Mobile Suit Gundam Side Story I: Senritsu no Blue	1996	0
0.0	0.26	0.26	0.0	0.0	Fighting	SAT	Capcom	X-Men vs. Street Fighter	1997	0
0.0	0.26	0.26	0.0	0.0	Sports	SAT	Sega	J-League Pro Soccer Club wo Tsukurou!	1996	0
0.0	0.26	0.26	0.0	0.0	Role-Playing	SAT	Hudson Soft	Tengai Makyou: Daishi no Mokushiroku - The Apocalypse IV	1997	0
0.0	0.26	0.26	0.0	0.0	Role-Playing	SAT	NEC	Doukyuusei if	1996	0
0.0	0.25	0.25	0.0	0.0	Strategy	SAT	Namco Bandai Games	Kidou Senshi Gundam: Giren no Yabou	1998	0
0.0	0.25	0.25	0.0	0.0	Shooter	SAT	Acclaim Entertainment	Galactic Attack	1994	0
0.0	0.25	0.25	0.0	0.0	Sports	SAT	Sega	Pro Yakyuu Team o Tsukurou!	1998	0
0.0	0.25	0.25	0.0	0.0	Adventure	SAT	NEC Interchannel	Sentimental Graffiti	1998	0
0.0	0.23	0.23	0.0	0.0	Fighting	SAT	Sega	Virtua Fighter Kids	1995	0
0.0	0.23	0.23	0.0	0.0	Role-Playing	SAT	Kadokawa Shoten	Lunar: Silver Star Story	1996	0
0.0	0.22	0.22	0.0	0.0	Sports	SAT	Sega	Kanzen Chuuki Pro Yakyuu Greatest Nine	1995	0
0.0	0.21	0.21	0.0	0.0	Sports	SAT	Sega	Pro Yakyuu Greatest Nine '97	1997	0
0.0	0.21	0.21	0.0	0.0	Role-Playing	SAT	Kadokawa Shoten	Lunar: Silver Star Story Complete	1997	0
0.0	0.21	0.21	0.0	0.0	Adventure	SAT	Imagineer	EVE: burst error	1997	0
0.0	0.21	0.21	0.0	0.0	Fighting	SAT	SNK	The King of Fighters '96	1996	0
0.0	0.21	0.21	0.0	0.0	Fighting	SAT	Acclaim Entertainment	X-Men: Children of the Atom	1995	0
0.0	0.2	0.2	0.0	0.0	Strategy	SAT	NCS	Langrisser III	1996	0
0.0	0.2	0.2	0.0	0.0	Shooter	SAT	Namco Bandai Games	Mobile Suit Gundam Side Story II: Aoi o Uketsugu Mono	1996	0
0.0	0.2	0.2	0.0	0.0	Shooter	SAT	Sega	Wing Arms	1994	0
0.0	0.19	0.19	0.0	0.0	Simulation	SAT	Sega	GunGriffon	1995	0
0.0	0.19	0.19	0.0	0.0	Misc	SAT	Seta Corporation	Super Real Mahjong P V	1995	0
0.0	0.18	0.18	0.0	0.0	Fighting	SAT	Tecmo Koei	Dead or Alive	1997	0
0.0	0.18	0.18	0.0	0.0	Fighting	SAT	Capcom	Vampire Savior: The Lord of Vampire	1998	0
0.0	0.18	0.18	0.0	0.0	Racing	SAT	Sega	F1 Challenge	1994	0
0.0	0.17	0.17	0.0	0.0	Fighting	SAT	SNK	The King of Fighters '97	1998	0
0.0	0.17	0.17	0.0	0.0	Action	SAT	Capcom	Resident Evil	1997	0
0.0	0.17	0.16	0.0	0.0	Shooter	SAT	Konami Digital Entertainment	Parodius	1995	0
0.0	0.16	0.16	0.0	0.0	Adventure	SAT	Imagineer	Eve: The Lost One	1998	0
0.0	0.15	0.15	0.0	0.0	Puzzle	SAT	Sega	Saturn Bomberman	1996	0
0.0	0.15	0.15	0.0	0.0	Strategy	SAT	Sega	Kidou Senkan Nadesico	1997	0
0.0	0.15	0.15	0.0	0.0	Fighting	SAT	Sega	All Japan Pro Wrestling featuring Virtua	1997	0
0.0	0.15	0.15	0.0	0.0	Sports	SAT	Sega	J-League Victory Goal	1995	0
0.0	0.15	0.15	0.0	0.0	Shooter	SAT	Namco Bandai Games	Mobile Suit Gundam Side Story III: Sabakareshi Mono	1997	0
0.0	0.15	0.15	0.0	0.0	Fighting	SAT	Namco Bandai Games	Dragon Ball Z: Idainaru Dragon Ball Densetsu	1995	0
0.0	0.14	0.14	0.0	0.0	Adventure	SAT	Imadio	Desire	1997	0
0.0	0.14	0.14	0.0	0.0	Racing	SAT	Sega	Daytona USA Championship Circuit Edition	1995	0
0.0	0.13	0.13	0.0	0.0	Strategy	SAT	Sega	Shining Force III	1997	0
0.0	0.13	0.13	0.0	0.0	Shooter	SAT	Sega	The House of the Dead	1997	0
0.0	0.13	0.13	0.0	0.0	Fighting	SAT	Sega	Last Bronx	1996	0
0.0	0.13	0.13	0.0	0.0	Misc	SAT	Hudson Soft	Momotaro Douchuuki	1997	0
0.0	0.13	0.13	0.0	0.0	Role-Playing	SAT	NEC Interchannel	Doukyuusei 2	1997	0
0.0	0.13	0.13	0.0	0.0	Shooter	SAT	Konami Digital Entertainment	Detana TwinBee Yahho! Deluxe Pack	1995	0
0.0	0.12	0.12	0.0	0.0	Platform	SAT	Sega	Sonic Jam	1997	0
0.0	0.12	0.12	0.0	0.0	Sports	SAT	Sega	Nippon Daihyou Team no Kantoku ni Narou! Sekaihatsu Soccer RPG	1998	0
0.0	0.12	0.12	0.0	0.0	Racing	SAT	Atlus	High Velocity: Mountain Racing Challenge	1995	0
0.0	0.12	0.12	0.0	0.0	Fighting	SAT	Human Entertainment	Fire ProWrestling S: 6Men Scramble	1996	0
0.0	0.12	0.12	0.0	0.0	Strategy	SAT	Tecmo Koei	San Goku Shi V	1996	0
0.0	0.12	0.12	0.0	0.0	Misc	SAT	Sega	Virtua Fighter CG Portrait Series Vol.4: Pai Chan	1995	0
0.0	0.12	0.12	0.0	0.0	Fighting	SAT	Sega	Battle Arena Toshinden Remix	1994	0
0.0	0.12	0.12	0.0	0.0	Puzzle	SAT	Sega	Hanagumi Taisen Columns	1997	0
0.0	0.12	0.12	0.0	0.0	Role-Playing	SAT	Kadokawa Shoten	Lunar 2: Eternal Blue	1998	0
0.0	0.12	0.12	0.0	0.0	Fighting	SAT	JVC	Center Ring Boxing	1994	0
0.0	0.11	0.11	0.0	0.0	Strategy	SAT	Tecmo Koei	Nobunaga no Yabou: Tenshoki	1995	0
0.0	0.11	0.11	0.0	0.0	Adventure	SAT	Data East	Doukoku Shoshite...	1998	0
0.0	0.11	0.11	0.0	0.0	Adventure	SAT	Sega	Shinseiki Evangelion: Koutetsu no Girlfriend	1998	0
0.0	0.11	0.11	0.0	0.0	Racing	SAT	Sega	Sega Touring Car Championship	1996	0
0.0	0.11	0.11	0.0	0.0	Misc	SAT	Sega	Virtua Fighter CG Portrait Series Vol.1: Sarah Bryant	1995	0
0.0	0.11	0.11	0.0	0.0	Adventure	SAT	Sega	Lunacy	1996	0
0.0	0.11	0.11	0.0	0.0	Fighting	SAT	Capcom	Street Fighter Collection	1996	0
0.0	0.11	0.11	0.0	0.0	Misc	SAT	Sega	Sakura Taisen Hanagumi Tsuushin	1997	0
0.0	0.11	0.11	0.0	0.0	Role-Playing	SAT	Sega	Panzer Dragoon Saga	1997	0
0.0	0.11	0.11	0.0	0.0	Sports	SAT	Sega	Winter Heat	1996	0
0.0	0.11	0.11	0.0	0.0	Strategy	SAT	NCS	Langrisser IV	1997	0
0.0	0.11	0.11	0.0	0.0	Role-Playing	SAT	Sega	Virtual Hydlide	1995	0
0.0	0.1	0.1	0.0	0.0	Shooter	SAT	Acclaim Entertainment	Darius Gaiden	1995	0
0.0	0.1	0.1	0.0	0.0	Role-Playing	SAT	Micro Cabin	Sword & Sorcery	1996	0
0.0	0.1	0.1	0.0	0.0	Shooter	SAT	Namco Bandai Games	Choujikuu Yousai Macross: Ai Oboete Imasu ka	1997	0
0.0	0.1	0.1	0.0	0.0	Misc	SAT	Jaleco	Idol Janshi Suchie-Pai Remix	1995	0
0.0	0.1	0.1	0.0	0.0	Fighting	SAT	SNK	Real Bout Garou Densetsu	1996	0
0.0	0.09	0.09	0.0	0.0	Strategy	SAT	NCS	Langrisser V: The End of Legend	1998	0
0.0	0.09	0.09	0.0	0.0	Sports	SAT	Sega	World Cup '98 France: Road to Win	1998	0
0.0	0.09	0.09	0.0	0.0	Misc	SAT	Sega	Virtua Fighter CG Portrait Series Vol.3: Akira Yuki	1995	0
0.0	0.09	0.09	0.0	0.0	Sports	SAT	Sega	Pro Yakyuu Greatest Nine 98	1998	0
0.0	0.09	0.09	0.0	0.0	Adventure	SAT	ChunSoft	Sound Novel Machi	1998	0
0.0	0.09	0.09	0.0	0.0	Fighting	SAT	Namco Bandai Games	Dragon Ball Z: Shin Butouden	1995	0
0.0	0.09	0.09	0.0	0.0	Platform	SAT	Sega	Clockwork Knight	1994	0
0.0	0.09	0.09	0.0	0.0	Sports	SAT	ASCII Entertainment	Derby Stallion	1999	0
0.0	0.08	0.08	0.0	0.0	Simulation	SAT	Micro Cabin	Princess Maker 2	1995	0
0.0	0.08	0.08	0.0	0.0	Puzzle	SAT	Konami Digital Entertainment	Tokimeki Memorial: Taisen Pazurudama	1996	0
0.0	0.08	0.08	0.0	0.0	Misc	SAT	Sega	Virtua Fighter CG Portrait Series Vol.2: Jacky Bryant	1995	0
0.0	0.08	0.08	0.0	0.0	Simulation	SAT	Electronic Arts	Theme Park	1994	0
0.0	0.08	0.08	0.0	0.0	Strategy	SAT	NEC Interchannel	Black/Matrix	1998	0
0.0	0.08	0.08	0.0	0.0	Adventure	SAT	Sega	The Space Bar	1996	0
0.0	0.08	0.08	0.0	0.0	Adventure	SAT	NEC Interchannel	Sentimental Graffiti: First Window	1997	0
0.0	0.08	0.08	0.0	0.0	Strategy	SAT	Sega	GOTHA: Ismailia Seneki	1995	0
0.0	0.08	0.08	0.0	0.0	Adventure	SAT	Sega	Deep Fear	1998	0
0.0	0.08	0.08	0.0	0.0	Shooter	SAT	Hudson Soft	Virus	1997	0
0.0	0.08	0.08	0.0	0.0	Role-Playing	SAT	Kadokawa Shoten	Slayers Royal 2	1998	0
0.0	0.08	0.08	0.0	0.0	Strategy	SAT	Sega	Dragon Force II: Kamisarishi Daichi ni	1998	0
0.0	0.08	0.08	0.0	0.0	Strategy	SAT	Glams	Quo Vadis	1995	0
0.0	0.07	0.07	0.0	0.0	Racing	SAT	Sega	Gale Racer	1994	0
0.0	0.07	0.07	0.0	0.0	Adventure	SAT	Warp	Real Sound: Kaze no Riguretto	1997	0
0.0	0.07	0.07	0.0	0.0	Racing	SAT	Sega	Hang On GP	1995	0
0.0	0.07	0.07	0.0	0.0	Action	SAT	Capcom	Mega Man X4	1997	0
0.0	0.07	0.07	0.0	0.0	Misc	SAT	Seta Corporation	Super Real Mahjong Graffiti	1995	0
